GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
48041,"Brazos County, Texas","203,164","103,785","99,379","41,622","31,425","21,581","17,554","7,835","7,649",25.2,"49,742","117,170","19,224",325,"11,681","81,740",37913,72072,30757,27779,33322,46775,13342,46376,65998,43199,59365,21845,755.0,150100
48085,"Collin County, Texas","854,778","420,175","434,603","47,410","110,987","142,990","129,812","51,887","36,543",36.0,"128,318","522,648","77,711","2,537","101,642","319,314",80273,307499,60763,102229,52689,85170,36598,81182,99153,51673,96184,46464,6804.0,216200
48099,"Coryell County, Texas","76,192","38,119","38,073","9,177","15,034","10,400","8,927","3,479","3,173",31.2,"13,097","45,796","11,892",106,"1,041","25,892",51217,22083,50071,111175,38162,52919,31777,52081,62689,42645,58049,29382,83.0,99600
48113,"Dallas County, Texas","2,480,331","1,226,412","1,253,919","178,638","397,771","353,604","325,283","141,778","111,760",33.1,"967,314","783,520","540,808","4,370","137,570","961,248",47810,880444,36371,69119,37797,67088,28211,47330,56885,37994,52425,37496,3608.0,127200
48121,"Denton County, Texas","728,799","359,209","369,590","51,817","109,281","116,563","105,432","40,961","31,601",34.2,"137,449","453,315","62,421","1,688","51,067","272,440",74981,256391,50983,84847,52142,83075,26456,74940,92159,51478,90550,42215,4601.0,190600
48135,"Ector County, Texas","149,378","75,905","73,473","12,626","24,155","17,991","17,017","8,539","6,523",30.6,"84,258","55,158","5,809",413,"1,399","55,034",55710,51962,58125,49128,50685,63019,44384,61475,64582,38219,59390,38151,718.0,91600
48139,"Ellis County, Texas","155,976","77,171","78,805","10,432","18,956","21,913","21,231","10,104","9,558",36.1,"38,303","100,092","13,904",689,"1,168","56,005",57880,52978,45195,168017,44949,62465,22104,56541,75493,42403,71175,33918,868.0,137600
48141,"El Paso County, Texas","827,718","406,264","421,454","71,563","115,711","104,533","98,927","44,671","36,270",31.5,"671,312","111,555","25,353","2,267","8,901","282,155",39945,258587,45741,50609,35671,51624,28420,43612,47407,25925,44186,22316,2613.0,111200
48157,"Fort Bend County, Texas","652,365","321,015","331,350","38,864","81,221","99,841","95,447","46,156","31,557",35.4,"156,488","230,726","133,288",378,"118,117","214,489",88023,205137,71118,115140,54786,105024,28449,86955,104597,54780,102157,45767,7913.0,194100
48167,"Galveston County, Texas","306,782","152,642","154,140","20,583","38,903","39,730","45,188","19,641","20,320",37.7,"72,075","178,793","39,490",496,"10,264","137,406",60869,111038,32039,91669,36982,75548,28075,60815,76609,42354,74246,33977,2176.0,154200
48181,"Grayson County, Texas","122,353","59,928","62,425","7,871","15,344","13,641","16,853","9,033","6,759",40.7,"14,931","94,521","7,489","1,277","1,678","53,865",44378,46311,27013,22092,41575,46731,22306,49900,52994,33803,54787,25454,172.0,99300
48183,"Gregg County, Texas","123,024","60,744","62,280","9,420","15,908","15,040","15,463","8,652","5,830",35.5,"21,550","73,333","25,195",280,"1,398","50,608",45461,46896,28156,141835,34331,51300,16341,50548,54623,33241,52961,24428,243.0,132300
48187,"Guadalupe County, Texas","143,183","71,529","71,654","8,678","17,676","20,095","20,138","9,666","6,625",36.6,"52,372","75,485","10,228",308,"2,258","52,771",58270,48922,69500,68942,49568,61206,32005,60409,72241,43785,69831,33250,738.0,162400
48201,"Harris County, Texas","4,336,853","2,161,950","2,174,903","317,596","699,323","620,373","557,122","253,750","198,812",32.6,"1,803,547","1,376,670","798,658","7,115","276,803","1,651,444",52489,1497363,37025,69895,41712,76060,27424,52818,62222,40236,60020,38236,16986.0,133100
48209,"Hays County, Texas","176,026","86,964","89,062","22,669","23,910","22,996","20,156","8,656","9,533",31.2,"64,663","99,917","7,468",112,"2,015","67,307",58987,60739,62508,50151,41035,68767,21032,62968,81401,51233,73650,29949,1517.0,191400
48215,"Hidalgo County, Texas","815,996","399,188","416,808","63,961","108,004","107,600","85,488","37,421","27,816",28.5,"742,895","59,253","3,592",588,"8,465","256,758",35098,223367,36904,67194,32136,46299,14216,37250,42333,24727,37764,19133,2572.0,79400
48231,"Hunt County, Texas","87,048","41,635","45,413","6,910","9,390","9,654","13,400","5,827","5,779",39.0,"12,729","64,303","7,077",343,918,"36,628",44303,30727,45734,"2,500-",41388,44548,21019,55440,51647,27444,57115,21010,69.0,89900
48245,"Jefferson County, Texas","252,358","128,709","123,649","20,624","34,481","31,419","34,265","16,562","14,866",35.8,"46,577","108,137","85,772",299,"9,401","106,817",41838,91431,26173,55094,40669,55437,23084,45945,50650,30828,52874,24213,360.0,94800
48257,"Kaufman County, Texas","108,568","53,397","55,171","6,634","12,960","15,277","15,281","6,363","5,856",36.0,"20,380","73,872","10,504",447,943,"38,682",65258,34532,41063,113977,44052,71369,26963,69926,75164,33729,72199,29466,308.0,150000
48303,"Lubbock County, Texas","289,324","143,075","146,249","37,271","41,228","32,246","32,410","15,672","13,905",30.8,"96,611","161,111","20,316","1,273","5,593","118,876",47309,105838,30008,69761,43064,51631,19507,54352,59114,40667,59038,28244,1002.0,106700
48309,"McLennan County, Texas","241,481","117,877","123,604","25,869","31,121","26,549","28,995","14,560","12,422",33.2,"59,767","139,549","33,562",580,"3,947","96,458",40633,87845,30455,21065,33827,48678,19375,41588,53016,34572,49690,23656,611.0,113300
48329,"Midland County, Texas","151,468","75,953","75,515","11,262","24,230","18,028","19,382","9,825","7,374",32.3,"62,181","75,473","8,038",395,"1,616","56,057",72050,52655,22847,62476,57263,86249,51497,80289,76970,46557,85272,46949,732.0,162800
48339,"Montgomery County, Texas","499,137","246,540","252,597","29,593","63,191","67,890","72,764","32,635","28,607",36.4,"109,388","346,392","23,503",638,"12,527","188,343",68428,170066,39738,102189,45447,76032,31719,67594,82388,45445,81137,39344,4976.0,171300
48355,"Nueces County, Texas","352,107","173,379","178,728","26,415","51,147","42,241","45,738","24,204","18,489",34.8,"218,176","110,454","12,634",495,"5,947","143,401",49338,127788,32180,77642,43806,61221,36396,56974,58419,34417,56866,30362,1262.0,107300
48361,"Orange County, Texas","82,957","40,980","41,977","5,883","10,246","10,351","12,122","5,465","5,433",38.7,"5,569","67,842","6,214",109,"1,054","35,785",52728,32004,34246,55910,54203,53550,20814,53585,56681,39163,63574,29552,144.0,108700
48375,"Potter County, Texas","121,661","62,526","59,135","8,692","17,861","15,669","15,265","7,547","5,656",33.5,"44,698","57,250","10,688",509,"5,385","48,534",37823,43194,18367,33276,35830,43719,22365,41054,45831,30313,42855,23984,549.0,90400
48381,"Randall County, Texas","126,474","61,444","65,030","9,503","18,714","16,010","15,532","8,508","6,518",35.1,"23,658","95,177","3,570",603,"1,560","52,892",60801,49024,35595,51638,43989,67671,24263,69506,77743,46607,77807,35978,70.0,148500
48397,"Rockwall County, Texas","85,245","41,650","43,595","4,058","10,039","13,575","11,867","6,565","3,175",36.4,"14,220","62,081","5,388",225,"2,118","29,858",93054,27818,59276,96420,65553,97251,13922,94100,103446,62860,95392,35644,741.0,173200
48423,"Smith County, Texas","216,080","103,268","112,812","15,523","28,562","25,604","26,761","13,803","12,027",36.2,"39,559","132,026","39,488",451,"2,013","87,737",47745,79043,29788,64915,43081,54513,23040,54602,60149,35767,62354,25109,379.0,127700
48439,"Tarrant County, Texas","1,911,541","938,483","973,058","131,730","282,341","267,531","264,276","117,799","85,875",33.8,"526,977","956,324","285,500","4,899","88,596","730,669",56895,673785,41190,61062,44476,68893,29723,58217,68499,42798,68044,35718,5478.0,138800
48441,"Taylor County, Texas","134,117","65,581","68,536","14,817","19,613","14,337","14,928","7,195","6,631",31.7,"31,044","88,312","9,260",272,"2,248","56,341",44447,49880,36276,52465,34399,48293,20146,53003,61544,33926,57481,22395,282.0,95800
48451,"Tom Green County, Texas","114,954","56,754","58,200","11,224","17,636","13,397","12,257","6,760","6,455",34.3,"42,839","64,067","5,033",241,"1,508","47,103",45968,43376,29793,56563,41402,50598,32002,58639,46187,36355,58009,31758,326.0,110800
48453,"Travis County, Texas","1,120,954","565,543","555,411","87,348","220,139","175,567","141,433","61,633","51,867",32.8,"379,331","559,293","87,387","1,595","65,405","461,551",60464,428889,41725,72617,42883,71402,22627,61408,72292,54145,75071,42586,4495.0,231700
48479,"Webb County, Texas","262,495","128,943","133,552","20,406","35,543","35,658","28,720","11,174","9,819",28.4,"250,082","9,784",786,681,"1,098","76,241",39991,68696,99762,62016,38077,61507,17659,41000,47813,24595,42773,20899,915.0,107800
48485,"Wichita County, Texas","132,047","68,605","63,442","12,226","19,195","15,117","16,095","8,234","7,166",34.0,"23,601","88,671","13,432",397,"2,757","55,763",43525,49809,28490,63435,33544,48840,22322,51407,51972,31829,54100,24534,108.0,88100
48491,"Williamson County, Texas","471,014","231,835","239,179","25,611","66,261","77,449","63,817","26,933","20,143",35.2,"112,001","293,111","27,476",890,"23,898","171,144",70911,161887,45420,109623,51000,76490,36885,73908,80579,55096,83716,42228,2848.0,187900
49005,"Cache County, Utah","116,909","58,245","58,664","16,231","17,519","12,847","10,099","5,094","3,865",25.2,"11,953","99,085",863,433,"2,931","38,728",48587,35232,53694,36410,40352,49897,27823,48095,70671,47209,56918,25569,349.0,186200
49011,"Davis County, Utah","322,094","161,687","160,407","20,964","47,918","43,044","34,631","17,130","12,592",30.2,"28,380","273,762","4,076","1,240","5,367","101,409",70335,96480,36914,65649,56124,72171,38370,70621,87971,50244,76409,40184,1487.0,224800
49035,"Salt Lake County, Utah","1,079,721","542,836","536,885","79,517","181,388","151,075","122,973","57,182","49,973",31.8,"189,707","787,375","17,403","7,396","38,472","371,490",61775,348179,31632,60983,41861,66633,36100,62434,76617,45819,71919,38203,2991.0,229200
49057,"Weber County, Utah","238,519","119,390","119,129","17,226","37,246","30,514","27,332","13,697","10,733",32.2,"41,514","184,172","2,742","1,297","3,245","87,109",53809,79829,26366,56432,39961,56832,40249,53976,66913,43140,61701,29761,567.0,168000
50007,"Chittenden County, Vermont","159,515","78,084","81,431","17,500","21,418","18,911","23,398","10,713","9,429",36.4,"3,269","144,216","3,851",432,"4,405","66,647",64958,62927,39325,80358,41366,67325,19424,71434,85496,39168,87235,33046,235.0,273900
51003,"Albemarle County, Virginia","103,000","49,272","53,728","5,139","13,587","12,075","13,145","7,778","6,155",39.0,"5,899","79,996","9,268",49,"4,009","43,483",70312,39022,36624,71743,39310,74592,35316,71310,85071,56113,88631,42262,412.0,319300
51013,"Arlington County, Virginia","224,906","111,593","113,313","14,738","62,433","37,116","27,621","11,393","9,959",33.8,"35,050","142,324","19,118",523,"21,316","109,689",102501,98973,61949,103961,67688,117174,65771,104836,123639,78291,142161,88241,204.0,598200
51041,"Chesterfield County, Virginia","327,745","156,893","170,852","22,077","38,409","45,579","48,959","22,240","21,016",38.5,"25,349","208,498","73,878",997,"11,746","125,030",66881,115675,62797,98491,36644,71448,33104,67068,78054,48595,80083,40507,956.0,206700
51059,"Fairfax County, Virginia","1,130,924","560,120","570,804","64,654","163,835","166,415","172,187","78,599","61,606",37.3,"183,358","594,189","105,506","1,149","205,972","409,303",111079,391784,80537,109837,71457,126074,60080,105432,130336,90642,128066,77054,722.0,490900
